Frame,TopLeftCornerX,TopLeftCornerY,Length,Height
1427,239.5,68.5,55,33
1429,0.5,129.5,123,214
1430,640.5,242.5,80,33
1433,0.5,162.5,60,22
1433,277.5,412.5,443,68
1434,0.5,248.5,86,78
1436,186.5,44.5,117,72
1436,198.5,46.5,35,32
1436,231.5,29.5,52,33
1437,0.5,144.5,162,299
1437,242.5,270.5,103,110
1437,486.5,406.5,171,74
1441,671.5,346.5,26,29
1443,402.5,80.5,25,23
1443,535.5,96.5,105,54
1444,0.5,172.5,59,49
1444,80.5,151.5,58,43
1444,135.5,160.5,28,26
1444,237.5,158.5,43,26
1444,247.5,151.5,167,53
1444,659.5,191.5,56,48
1445,640.5,101.5,72,30
1447,384.5,243.5,40,25
1447,436.5,256.5,33,24
1451,0.5,35.5,94,151
1451,653.5,309.5,67,71
1452,515.5,202.5,52,28
1452,633.5,266.5,72,38
1454,176.5,81.5,46,35
1454,572.5,141.5,148,87
1455,217.5,80.5,214,79
1456,242.5,112.5,61,40
1457,66.5,236.5,38,32
1457,259.5,132.5,45,41
1457,343.5,120.5,67,24
1457,401.5,134.5,53,22
1457,511.5,120.5,39,21
1457,608.5,41.5,32,24
1459,379.5,153.5,82,51
1463,419.5,122.5,39,22
1464,149.5,215.5,37,25
1465,588.5,127.5,61,28
1467,64.5,0.5,114,37
1467,611.5,0.5,109,76
1468,0.5,137.5,114,85
1468,385.5,237.5,33,21
1468,492.5,288.5,56,31
1468,534.5,262.5,53,32
1468,558.5,311.5,100,48
1471,0.5,431.5,87,49
1471,73.5,275.5,108,30
1471,633.5,243.5,74,28
1471,699.5,239.5,21,25
1472,41.5,230.5,74,33
1472,49.5,156.5,28,27
1472,293.5,115.5,122,61
1472,305.5,112.5,26,22
1472,558.5,102.5,38,32
1473,339.5,215.5,25,22
1473,493.5,218.5,33,24
1473,549.5,210.5,38,31
1474,139.5,393.5,25,23
1474,326.5,294.5,40,36
1474,486.5,216.5,39,27
1475,466.5,175.5,27,34
1478,340.5,135.5,32,26
1480,103.5,158.5,105,55
1481,119.5,96.5,31,24
1481,353.5,0.5,49,41
1482,72.5,239.5,42,35
1482,163.5,241.5,67,31
1483,96.5,0.5,164,93
1484,0.5,283.5,177,197
1484,111.5,129.5,58,39
1484,124.5,256.5,104,49
1484,169.5,116.5,55,51
1484,288.5,180.5,32,21
1484,317.5,185.5,78,92
1484,578.5,342.5,60,43
1484,646.5,450.5,74,30
1485,293.5,208.5,140,34
1485,448.5,188.5,78,23
1485,475.5,100.5,53,53
1485,600.5,151.5,49,32
1486,109.5,218.5,67,33
1486,389.5,318.5,77,89
1486,526.5,198.5,88,46
1486,552.5,191.5,168,281
1488,65.5,211.5,25,28
1488,95.5,194.5,67,45
1488,141.5,256.5,29,25
1488,167.5,191.5,29,40
1488,170.5,0.5,550,480
1489,4.5,204.5,65,28
1489,100.5,193.5,22,21
1489,138.5,190.5,37,24
1490,423.5,98.5,169,141
1490,650.5,243.5,43,23
1491,184.5,362.5,24,30
1493,499.5,53.5,42,31
1495,294.5,354.5,67,37
1495,503.5,336.5,40,22
1495,601.5,341.5,90,40
1496,283.5,202.5,34,21
1497,575.5,209.5,76,42
1497,652.5,272.5,68,46
1499,688.5,187.5,32,30
1500,65.5,207.5,29,23
1500,243.5,169.5,35,22
1500,646.5,136.5,30,23
1501,453.5,168.5,33,24
1501,674.5,140.5,46,32
1502,68.5,165.5,29,29
1502,209.5,127.5,46,44
1505,29.5,136.5,26,21
1505,135.5,200.5,116,61
1505,197.5,241.5,37,25
1505,236.5,188.5,36,24
1505,402.5,217.5,122,81
1505,531.5,215.5,36,26
1505,567.5,217.5,35,28
1505,618.5,228.5,44,38
1507,338.5,17.5,30,21
1508,91.5,85.5,41,21
1508,251.5,235.5,65,53
1508,301.5,223.5,113,37
1510,46.5,131.5,40,60
1510,88.5,131.5,57,41
1510,216.5,70.5,36,28
1510,253.5,52.5,77,39
1510,405.5,8.5,40,30
1511,669.5,230.5,46,41
1515,206.5,43.5,81,32
1515,288.5,117.5,100,25
1515,383.5,82.5,45,39
1515,487.5,79.5,53,31
1515,636.5,111.5,66,47
1517,550.5,150.5,53,31
1519,560.5,300.5,160,110
1520,0.5,139.5,43,25
1522,0.5,391.5,63,49
1522,26.5,289.5,27,21
1522,259.5,253.5,80,29
1522,670.5,171.5,32,27
1524,167.5,196.5,44,33
1524,419.5,151.5,40,29
1524,460.5,149.5,65,21
1524,660.5,40.5,51,30
1525,40.5,57.5,62,26
1525,324.5,5.5,91,22
1526,571.5,70.5,141,191
1527,673.5,257.5,24,27
1529,0.5,196.5,65,50
1529,100.5,133.5,69,37
1529,161.5,98.5,214,155
1531,439.5,247.5,60,28
1533,20.5,128.5,98,48
1535,43.5,170.5,209,120
1535,489.5,178.5,51,36
1535,584.5,317.5,136,99
1535,618.5,181.5,35,27
1537,576.5,141.5,39,24
1538,0.5,382.5,32,46
1539,430.5,75.5,44,29
1539,493.5,115.5,66,33
1541,10.5,253.5,28,24
1541,84.5,414.5,156,66
1541,256.5,300.5,178,46
1542,332.5,138.5,63,21
1542,474.5,150.5,70,64
1543,223.5,85.5,79,54
1543,373.5,156.5,65,55
1543,405.5,215.5,63,41
1543,492.5,241.5,35,32
1544,98.5,13.5,43,36
1544,216.5,300.5,205,90
1544,259.5,87.5,28,22
1544,265.5,133.5,49,24
1546,86.5,113.5,231,166
1546,297.5,106.5,115,54
1546,440.5,64.5,170,127
1548,526.5,97.5,40,26
1548,564.5,89.5,82,79
1548,610.5,274.5,110,102
1550,20.5,76.5,47,35
1550,174.5,208.5,352,170
1550,480.5,215.5,86,30
1550,506.5,152.5,51,51
1553,89.5,250.5,163,129
1553,280.5,195.5,45,27
1553,409.5,153.5,43,21
1553,579.5,102.5,36,33
1553,628.5,85.5,83,75
1558,100.5,106.5,29,21
1558,290.5,91.5,46,28
1558,337.5,93.5,25,21
1558,386.5,93.5,44,26
1558,444.5,95.5,39,22
1558,478.5,88.5,98,44
1559,0.5,117.5,45,22
1559,91.5,63.5,36,32
1559,624.5,135.5,77,45
1559,678.5,99.5,22,24
1560,76.5,119.5,47,45
1560,262.5,111.5,40,24
1560,584.5,92.5,57,50
1562,612.5,122.5,22,23
1562,633.5,124.5,41,28
1563,0.5,184.5,100,84
1563,0.5,269.5,26,59
1563,95.5,171.5,24,24
1563,235.5,147.5,48,40
1563,301.5,147.5,34,23
1563,590.5,211.5,85,30
1563,690.5,172.5,30,28
1564,121.5,167.5,39,26
1565,1.5,376.5,61,63
1565,3.5,287.5,30,34
1565,63.5,266.5,52,50
1565,367.5,116.5,55,21
1568,0.5,98.5,28,33
1568,179.5,106.5,29,28
1568,344.5,188.5,30,25
1568,360.5,199.5,70,57
1568,427.5,243.5,46,30
1568,473.5,266.5,54,31
1568,539.5,274.5,32,29
1568,572.5,272.5,27,39
1568,652.5,287.5,54,35
1568,652.5,335.5,45,21
1570,181.5,192.5,32,21
1570,214.5,181.5,45,38
1570,226.5,276.5,59,24
1570,268.5,183.5,42,22
1570,560.5,127.5,43,31
1570,565.5,170.5,153,35
1571,0.5,201.5,38,31
1571,158.5,136.5,35,23
1571,236.5,222.5,159,51
1571,425.5,126.5,44,21
1571,466.5,93.5,82,89
1571,541.5,186.5,105,34
1572,327.5,20.5,26,26
1572,353.5,18.5,40,29
1572,460.5,0.5,57,39
1572,515.5,8.5,39,25
1574,0.5,88.5,23,21
1574,34.5,67.5,33,32
1574,115.5,63.5,46,25
1574,209.5,47.5,30,23
1574,316.5,27.5,140,56
1574,405.5,13.5,103,60
1575,630.5,72.5,90,61
1576,0.5,145.5,112,58
1577,88.5,103.5,45,24
1577,104.5,65.5,33,30
1577,177.5,115.5,78,35
1577,197.5,30.5,32,33
1577,258.5,59.5,81,22
1577,439.5,0.5,69,30
1577,655.5,0.5,65,27
1579,50.5,223.5,46,49
1579,140.5,176.5,31,31
1579,318.5,105.5,34,29
1580,0.5,192.5,25,68
1581,184.5,153.5,119,33
1581,290.5,119.5,41,22
1582,534.5,279.5,44,49
1583,124.5,146.5,34,26
1583,137.5,95.5,66,46
1584,0.5,105.5,430,316
1585,0.5,403.5,38,24
1585,112.5,229.5,111,79
1585,576.5,207.5,25,23
1585,666.5,205.5,32,22
1589,88.5,325.5,34,36
1589,136.5,259.5,42,53
1589,142.5,206.5,26,33
1589,209.5,171.5,60,74
1589,312.5,98.5,30,30
1589,325.5,170.5,59,56
1589,331.5,134.5,23,25
1589,352.5,128.5,23,24
1589,414.5,153.5,24,21
1589,472.5,80.5,25,27
1589,501.5,51.5,26,23
1590,438.5,257.5,282,223
1591,3.5,185.5,21,27
1592,26.5,413.5,30,30
1592,71.5,388.5,24,24
1592,98.5,425.5,61,31
1592,160.5,367.5,32,23
1592,211.5,393.5,72,41
1592,261.5,349.5,47,44
1592,333.5,307.5,49,33
1592,436.5,249.5,43,33
1593,258.5,138.5,36,30
1595,84.5,216.5,51,24
1595,151.5,195.5,68,51
1595,463.5,49.5,31,24
1595,557.5,78.5,65,26
1595,606.5,0.5,114,223
1597,0.5,213.5,96,72
1597,255.5,210.5,172,73
1598,670.5,340.5,50,61
1600,453.5,191.5,91,33
1601,312.5,74.5,35,25
1601,328.5,40.5,38,37
1601,379.5,106.5,39,23
1601,555.5,215.5,35,27
1601,662.5,272.5,24,30
1603,0.5,307.5,272,173
1604,559.5,260.5,115,56
1605,495.5,23.5,184,198
1606,0.5,122.5,37,46
1607,371.5,347.5,349,133
1607,518.5,232.5,81,23
1609,190.5,299.5,62,22
1610,0.5,228.5,39,25
1610,45.5,196.5,33,21
1610,86.5,186.5,59,32
1610,179.5,192.5,40,23
1612,69.5,423.5,287,57
1612,595.5,361.5,81,22
1612,659.5,412.5,61,53
1612,691.5,293.5,29,27
1613,60.5,0.5,46,25
1616,0.5,319.5,35,33
1617,79.5,119.5,23,26
1619,0.5,113.5,114,25
1619,96.5,124.5,141,66
1621,375.5,72.5,28,26
1621,464.5,75.5,38,34
1621,693.5,113.5,27,55
1624,4.5,206.5,63,23
1624,74.5,144.5,108,82
1624,180.5,217.5,173,41
1625,76.5,370.5,228,110
1625,301.5,194.5,31,31
1627,0.5,381.5,53,87
1627,195.5,197.5,63,36
1627,535.5,16.5,42,26
1627,561.5,24.5,78,23
1630,201.5,32.5,89,38
1630,320.5,26.5,71,27
1630,481.5,51.5,63,42
1630,652.5,71.5,48,53
1631,272.5,166.5,22,21
1631,303.5,216.5,41,24
1631,331.5,143.5,44,49
1631,462.5,245.5,104,75
1631,635.5,171.5,63,54
1632,42.5,116.5,65,38
1632,191.5,85.5,46,24
1632,238.5,58.5,73,51
1632,247.5,119.5,183,55
1632,298.5,53.5,56,34
1632,332.5,56.5,80,52
1632,425.5,81.5,63,63
1632,597.5,51.5,64,50
1632,687.5,77.5,33,27
1633,470.5,52.5,28,22
1634,0.5,446.5,138,34
1634,277.5,240.5,95,85
1634,369.5,265.5,32,33
1634,583.5,211.5,137,146
1635,572.5,186.5,73,52
1636,10.5,182.5,53,34
1636,61.5,170.5,44,26
1636,106.5,161.5,42,30
1636,145.5,146.5,91,29
1636,154.5,244.5,43,21
1636,237.5,131.5,150,32
1636,416.5,81.5,22,24
1636,453.5,67.5,182,131
1636,528.5,323.5,185,67
1636,586.5,91.5,50,42
1636,625.5,204.5,78,67
1640,477.5,12.5,55,52
1641,33.5,228.5,80,42
1641,114.5,228.5,94,44
1641,148.5,158.5,39,31
1641,540.5,252.5,33,23
1641,642.5,272.5,39,39
1643,352.5,183.5,28,24
1643,533.5,253.5,116,38
1645,195.5,227.5,241,113
1645,443.5,80.5,128,138
1645,564.5,98.5,43,33
1645,654.5,110.5,40,37
1646,516.5,98.5,35,25
1647,0.5,184.5,98,119
1647,371.5,361.5,130,43
1647,524.5,336.5,71,73
1647,662.5,367.5,26,25
1649,14.5,265.5,102,28
1649,288.5,219.5,114,86
1649,615.5,222.5,25,39
1649,631.5,280.5,87,46
1651,555.5,125.5,45,26
1652,0.5,76.5,35,28
1652,394.5,190.5,247,125
1652,568.5,118.5,41,21
1654,240.5,142.5,87,21
1654,515.5,421.5,146,59
1654,610.5,175.5,29,26
1654,636.5,184.5,32,34
1655,0.5,147.5,97,105
1655,0.5,410.5,255,70
1655,74.5,241.5,210,176
1655,563.5,157.5,52,32
1655,579.5,117.5,141,303
1655,586.5,421.5,134,59
1655,587.5,110.5,47,39
1655,647.5,127.5,32,22
1657,0.5,298.5,79,50
1662,479.5,159.5,50,28
1663,482.5,82.5,53,45
1664,5.5,391.5,161,89
1664,166.5,363.5,116,82
1664,573.5,155.5,147,46
1665,0.5,50.5,40,25
1666,80.5,111.5,71,33
1666,228.5,128.5,37,24
1666,308.5,128.5,83,35
1666,500.5,158.5,69,56
1666,613.5,236.5,81,37
1668,225.5,176.5,39,42
1669,0.5,353.5,43,27
1669,218.5,265.5,91,25
1671,0.5,184.5,24,38
1671,0.5,238.5,122,33
1672,12.5,374.5,90,33
1672,129.5,320.5,37,41
1672,158.5,304.5,46,48
1672,217.5,334.5,125,42
1672,285.5,295.5,34,22
1672,294.5,274.5,30,22
1672,531.5,260.5,92,21
1672,623.5,197.5,97,77
1673,297.5,36.5,82,64
1673,347.5,104.5,68,25
1673,638.5,272.5,66,23
1675,316.5,151.5,201,154
1675,415.5,41.5,147,109
1675,532.5,0.5,36,27
1675,575.5,0.5,41,22
1676,308.5,0.5,27,22
1679,31.5,5.5,66,47
1679,252.5,32.5,69,21
1679,336.5,150.5,255,106
1680,0.5,155.5,35,36
1680,172.5,166.5,142,80
1682,615.5,270.5,69,21
1683,538.5,138.5,62,25
1683,582.5,121.5,52,35
1684,2.5,434.5,198,46
1684,21.5,265.5,64,31
1684,117.5,320.5,53,44
1684,130.5,213.5,62,58
1684,155.5,274.5,114,71
1684,204.5,213.5,26,30
1684,247.5,307.5,72,30
1684,300.5,185.5,50,27
1684,329.5,158.5,37,28
1684,363.5,134.5,64,50
1684,392.5,261.5,65,71
1684,457.5,98.5,155,110
1684,475.5,216.5,70,56
1685,31.5,179.5,150,58
1685,182.5,184.5,150,49
1685,265.5,95.5,26,21
1685,360.5,109.5,76,45
1686,257.5,167.5,275,142
1687,644.5,81.5,40,47
1691,32.5,285.5,32,21
1691,153.5,280.5,81,28
1691,184.5,248.5,34,26
1691,517.5,243.5,27,47
1694,80.5,138.5,92,34
1694,135.5,83.5,30,28
1694,153.5,135.5,194,151
1694,226.5,315.5,40,25
1694,254.5,291.5,283,168
1694,355.5,181.5,82,52
1694,432.5,232.5,74,37
1694,494.5,238.5,24,28
1694,688.5,326.5,32,23
1697,0.5,285.5,88,83
1697,3.5,230.5,79,44
1697,317.5,289.5,64,31
1698,0.5,110.5,28,114
1698,8.5,87.5,97,52
1698,8.5,275.5,22,23
1698,117.5,0.5,276,115
1698,325.5,86.5,162,65
1698,484.5,91.5,63,41
1698,602.5,10.5,73,63
1698,655.5,53.5,65,52
1699,0.5,51.5,23,68
1699,0.5,116.5,44,46
1699,122.5,155.5,55,42
1699,428.5,258.5,66,62
1699,539.5,295.5,27,50
1699,603.5,418.5,23,33
1700,252.5,202.5,52,26
1701,432.5,162.5,36,41
1701,494.5,180.5,41,30
1701,540.5,167.5,71,26
1701,634.5,144.5,64,40
1703,117.5,289.5,110,35
1704,520.5,31.5,111,109
1705,512.5,118.5,118,21
1706,18.5,163.5,23,22
1707,0.5,86.5,122,116
1707,369.5,100.5,88,42
1707,458.5,18.5,167,143
1707,626.5,120.5,68,50
1708,489.5,42.5,41,33
1708,636.5,122.5,84,33
1709,361.5,400.5,140,53
1709,489.5,344.5,119,98
1709,658.5,116.5,62,41
1710,22.5,248.5,38,24
1710,119.5,223.5,35,23
1710,312.5,105.5,50,55
1710,360.5,61.5,114,99
1710,499.5,75.5,34,30
1711,308.5,11.5,47,30
1711,382.5,27.5,50,39
1711,431.5,53.5,28,30
1714,174.5,188.5,32,21
1714,193.5,237.5,56,32
1714,375.5,227.5,49,35
1715,453.5,0.5,30,25
1718,0.5,0.5,126,189
1718,0.5,188.5,28,34
1718,251.5,0.5,115,34
1718,368.5,76.5,156,122
1718,565.5,88.5,31,35
1718,610.5,159.5,23,23
1720,111.5,271.5,222,136
1723,130.5,47.5,27,33
1723,471.5,215.5,46,25
1723,656.5,282.5,44,43
1724,0.5,321.5,96,88
1724,648.5,210.5,52,61
1725,45.5,153.5,29,22
1727,0.5,180.5,24,70
1727,96.5,23.5,38,26
1727,145.5,0.5,57,40
1727,280.5,0.5,107,27
1727,395.5,26.5,149,63
1732,105.5,316.5,31,21
1733,185.5,142.5,47,25
1733,221.5,136.5,91,105
1735,160.5,266.5,56,27
1737,447.5,191.5,50,35
1737,592.5,218.5,91,27
1738,1.5,171.5,38,27
1738,9.5,224.5,49,35
1738,58.5,224.5,76,60
1738,109.5,211.5,51,37
1738,345.5,228.5,178,216
1740,0.5,174.5,49,25
1748,0.5,156.5,47,29
1748,48.5,76.5,107,90
1748,336.5,117.5,44,22
1748,574.5,132.5,43,23
1749,359.5,161.5,43,27
1749,653.5,69.5,44,23
1750,314.5,142.5,25,25
1752,567.5,220.5,36,39
1752,603.5,229.5,117,99
1753,77.5,127.5,45,35
1753,202.5,141.5,100,48
1753,366.5,73.5,73,59
1753,623.5,58.5,24,21
1753,644.5,67.5,35,22
1753,690.5,92.5,30,32
1754,127.5,96.5,32,27
1754,395.5,164.5,39,27
1754,450.5,165.5,42,42
1755,438.5,178.5,38,23
1756,528.5,139.5,26,21
1756,632.5,180.5,35,30
1757,0.5,52.5,25,33
1757,35.5,78.5,57,40
1757,95.5,59.5,42,23
1757,467.5,176.5,61,21
1758,112.5,74.5,26,22
1758,137.5,100.5,71,23
1758,283.5,24.5,34,26
1758,481.5,11.5,57,38
1758,603.5,99.5,65,34
1759,5.5,128.5,93,41
1759,39.5,39.5,57,44
1759,162.5,0.5,203,88
1762,75.5,125.5,38,53
1762,98.5,185.5,38,23
1762,137.5,178.5,41,29
1763,41.5,233.5,219,190
1763,282.5,263.5,58,25
1763,461.5,160.5,47,35
1763,589.5,138.5,57,39
1763,652.5,137.5,45,28
1765,31.5,253.5,353,225
1765,256.5,400.5,318,80
1765,539.5,176.5,108,89
1765,632.5,247.5,88,28
1767,216.5,138.5,29,21
1767,253.5,204.5,104,67
1767,290.5,129.5,25,22
1767,346.5,101.5,35,36
1768,436.5,0.5,41,24
1770,105.5,185.5,71,26
1770,175.5,177.5,57,52
1770,228.5,214.5,86,28
1770,324.5,249.5,93,33
1770,418.5,254.5,67,49
1770,480.5,250.5,136,98
1770,672.5,301.5,48,55
1773,447.5,87.5,37,24
1774,137.5,85.5,30,31
1774,223.5,74.5,38,25
1775,0.5,72.5,45,36
1775,3.5,141.5,63,37
1775,44.5,72.5,56,43
1775,67.5,139.5,76,34
1775,73.5,93.5,69,45
1775,162.5,68.5,32,21
1775,580.5,96.5,50,44
1776,7.5,264.5,38,49
1776,35.5,268.5,100,96
1777,280.5,8.5,145,33
1777,443.5,110.5,226,161
1777,556.5,12.5,45,31
1777,610.5,43.5,81,32
1778,158.5,112.5,158,66
1778,389.5,184.5,61,22
1778,498.5,180.5,51,54
1778,661.5,293.5,59,34
1779,197.5,256.5,51,52
1780,0.5,0.5,82,48
1780,391.5,307.5,113,90
1780,425.5,198.5,33,25
1781,0.5,290.5,62,90
1781,66.5,381.5,121,47
1781,255.5,230.5,150,140
1781,425.5,204.5,71,61
1781,497.5,240.5,62,22
1781,573.5,223.5,70,53
1782,0.5,101.5,26,42
1782,93.5,51.5,107,73
1782,424.5,73.5,44,36
1782,533.5,133.5,26,27
1782,559.5,122.5,80,52
1782,646.5,266.5,74,99
1783,519.5,263.5,25,25
1784,376.5,126.5,71,25
1784,404.5,73.5,29,32
1784,485.5,105.5,30,24
1784,653.5,179.5,29,35
1785,154.5,83.5,25,25
1785,358.5,147.5,31,29
1787,0.5,219.5,25,28
1787,268.5,230.5,88,22
1787,294.5,191.5,35,37
1788,290.5,115.5,44,33
1789,432.5,191.5,28,22
1792,222.5,43.5,35,24
1794,82.5,58.5,26,21
1794,576.5,14.5,104,58
1794,696.5,48.5,24,31
1795,0.5,134.5,60,79
1795,56.5,139.5,30,22
1795,81.5,95.5,274,248
1795,328.5,82.5,109,39
1795,344.5,165.5,339,213
1795,402.5,19.5,42,21
1795,576.5,5.5,36,23
1795,667.5,87.5,53,32
1797,599.5,370.5,95,47
1797,632.5,326.5,45,22
1798,5.5,182.5,24,21
1798,29.5,201.5,91,70
1798,56.5,176.5,32,27
1798,98.5,177.5,57,21
1798,230.5,173.5,24,22
1798,283.5,159.5,110,41
1798,295.5,208.5,197,86
1798,436.5,167.5,24,24
1798,461.5,174.5,33,24
1798,537.5,189.5,54,29
1800,130.5,53.5,34,28
1800,148.5,59.5,173,66
1800,297.5,75.5,103,87
1800,617.5,116.5,51,49
1800,687.5,116.5,29,27
1802,0.5,104.5,184,98
1803,0.5,106.5,36,53
1803,102.5,169.5,37,21
1803,128.5,202.5,75,47
1803,176.5,279.5,43,29
1803,191.5,196.5,58,47
1803,244.5,239.5,50,31
1803,344.5,245.5,26,27
1803,402.5,363.5,146,79
1804,65.5,115.5,28,22
1804,266.5,80.5,92,57
1804,323.5,116.5,97,33
1804,556.5,153.5,107,30
1806,673.5,166.5,23,22
1807,91.5,181.5,93,71
1807,304.5,17.5,416,422
1808,68.5,252.5,50,31
1808,185.5,185.5,25,24
1808,235.5,189.5,35,21
1808,329.5,117.5,68,71
1808,398.5,133.5,66,24
1808,482.5,157.5,49,43
1809,368.5,173.5,37,22
1809,437.5,150.5,35,23
1810,495.5,253.5,43,25
1810,539.5,249.5,83,27
1811,190.5,193.5,62,39
1811,249.5,181.5,44,47
1811,263.5,239.5,103,25
1811,540.5,256.5,106,74
1811,639.5,358.5,81,43
1811,679.5,270.5,33,39
1812,548.5,145.5,29,22
1812,600.5,148.5,37,40
1813,0.5,0.5,90,130
1813,85.5,0.5,62,34
1813,145.5,0.5,189,142
1813,303.5,77.5,417,397
1813,381.5,133.5,57,31
1813,386.5,100.5,85,49
1813,405.5,68.5,26,22
1813,510.5,92.5,58,53
1814,598.5,57.5,29,21
1815,0.5,192.5,49,73
1817,65.5,170.5,147,39
1817,290.5,103.5,43,26
1818,0.5,181.5,43,25
1818,149.5,91.5,52,27
1819,0.5,332.5,39,62
1819,80.5,287.5,42,30
1819,145.5,273.5,41,37
1819,218.5,275.5,104,60
1819,261.5,157.5,111,101
1819,383.5,139.5,79,47
1819,451.5,116.5,26,23
1819,475.5,118.5,50,26
1819,526.5,106.5,53,23
1819,607.5,61.5,46,41
1819,693.5,63.5,27,21
1822,337.5,52.5,99,31
1822,505.5,1.5,80,53
1823,108.5,96.5,74,32
1823,204.5,30.5,72,44
1823,391.5,21.5,57,33
1824,343.5,157.5,29,24
1825,565.5,149.5,151,163
1830,184.5,165.5,26,21
1830,346.5,99.5,67,33
1830,442.5,28.5,33,28
1832,479.5,393.5,75,34
1835,483.5,49.5,28,25
1835,581.5,124.5,27,30
1835,610.5,145.5,42,38
1835,686.5,215.5,34,32
1836,0.5,329.5,42,44
1836,422.5,192.5,82,79
1836,627.5,144.5,93,148
1836,647.5,353.5,30,26
1837,30.5,162.5,45,47
1838,0.5,396.5,81,84
1838,1.5,169.5,451,311
1838,420.5,156.5,68,56
1838,573.5,235.5,41,34
1838,644.5,257.5,42,41
1840,17.5,64.5,45,26
1840,28.5,270.5,588,210
1840,99.5,57.5,72,32
1840,210.5,49.5,56,32
1840,263.5,41.5,39,38
1840,315.5,114.5,99,24
1840,376.5,67.5,24,24
1840,394.5,76.5,90,52
1840,484.5,96.5,41,29
1840,565.5,125.5,49,37
1840,688.5,224.5,32,29
1841,283.5,126.5,40,42
1844,112.5,191.5,112,24
1844,589.5,194.5,24,24
1844,644.5,270.5,76,48
1846,29.5,336.5,207,128
1847,11.5,375.5,43,40
1847,47.5,349.5,53,31
1847,172.5,273.5,35,37
1847,183.5,252.5,42,44
1848,0.5,212.5,33,77
1848,162.5,181.5,73,33
1848,313.5,135.5,280,118
1848,568.5,205.5,39,31
1848,634.5,115.5,39,29
1851,128.5,227.5,108,31
1852,0.5,193.5,22,21
1852,23.5,121.5,37,41
1852,63.5,112.5,32,23
1854,92.5,216.5,36,22
1855,381.5,0.5,53,28
1859,0.5,226.5,103,53
1859,238.5,153.5,68,21
1859,308.5,106.5,52,46
1859,370.5,79.5,43,38
1859,556.5,76.5,25,26
1861,218.5,84.5,31,23
1861,392.5,98.5,42,22
1862,148.5,129.5,42,34
1862,163.5,107.5,43,32
1862,450.5,227.5,45,43
1863,264.5,180.5,30,21
1863,296.5,163.5,45,29
1864,0.5,124.5,55,44
1864,161.5,197.5,72,25
1864,220.5,202.5,52,21
1864,375.5,216.5,24,22
1864,525.5,274.5,43,37
1865,0.5,89.5,126,95
1865,109.5,70.5,254,108
1866,32.5,213.5,33,23
1866,139.5,197.5,101,31
1866,141.5,167.5,31,25
1866,403.5,106.5,57,29
1867,361.5,86.5,83,116
1869,128.5,93.5,33,25
1871,688.5,248.5,32,30
1872,214.5,66.5,34,29
1872,339.5,144.5,68,24
1873,90.5,117.5,28,23
1873,106.5,197.5,231,64
1874,241.5,141.5,31,28
1881,196.5,232.5,40,35
1881,315.5,178.5,29,31
1882,38.5,216.5,43,22
1884,536.5,4.5,43,30
1884,635.5,9.5,31,48
1886,386.5,18.5,33,32
1886,421.5,33.5,135,88
1886,608.5,146.5,85,32
1889,26.5,214.5,36,22
1889,180.5,140.5,59,23
1889,239.5,89.5,50,36
1889,294.5,71.5,34,35
1890,98.5,155.5,87,59
1890,272.5,222.5,82,32
1890,462.5,222.5,22,29
1890,568.5,264.5,68,37
1890,603.5,346.5,116,45
1891,159.5,58.5,39,35
1891,566.5,132.5,87,30
1892,0.5,281.5,90,34
1892,106.5,289.5,135,88
1892,141.5,231.5,32,28
1892,166.5,218.5,34,24
1892,338.5,169.5,66,31
1892,475.5,182.5,88,29
1892,621.5,268.5,99,146
1892,661.5,210.5,59,50
1893,545.5,186.5,63,35
1894,155.5,137.5,28,24
1895,228.5,162.5,52,22
1895,382.5,104.5,143,84
1897,94.5,298.5,23,23
1897,526.5,144.5,27,27
1897,616.5,120.5,43,31
1898,305.5,223.5,23,23
1899,50.5,52.5,66,47
1899,106.5,131.5,119,44
1899,156.5,88.5,64,21
1899,447.5,138.5,57,27
1899,515.5,144.5,39,47
1899,530.5,178.5,46,45
1900,127.5,82.5,60,21
1902,573.5,89.5,34,21
1903,632.5,265.5,29,27
1906,140.5,163.5,45,23
1906,180.5,147.5,63,22
1906,318.5,88.5,52,42
1906,603.5,29.5,43,47
1907,0.5,60.5,43,42
1907,0.5,0.5,451,367
1907,0.5,368.5,403,112
1907,536.5,223.5,50,38
1907,563.5,270.5,101,59
1907,635.5,246.5,32,35
1907,675.5,369.5,27,27
1907,696.5,282.5,24,27
1908,0.5,273.5,22,37
1908,29.5,243.5,69,39
1908,30.5,282.5,72,25
1908,194.5,290.5,92,26
1908,274.5,263.5,37,23
1909,37.5,0.5,33,21
1909,86.5,0.5,34,23
1911,0.5,203.5,220,164
1911,438.5,136.5,39,39
1911,560.5,174.5,43,36
1915,153.5,202.5,46,21
1915,648.5,67.5,71,51
1916,512.5,152.5,30,21
1917,0.5,385.5,32,21
1917,87.5,346.5,55,38
1917,203.5,312.5,44,30
1917,237.5,399.5,103,63
1917,326.5,335.5,70,24
1917,336.5,383.5,92,61
1917,523.5,412.5,197,68
1917,580.5,253.5,35,27
1917,645.5,248.5,75,32
1919,116.5,329.5,100,61
1919,445.5,151.5,26,22
1919,514.5,353.5,206,74
1919,528.5,109.5,22,24
1920,18.5,182.5,57,36
1920,167.5,201.5,62,27
1920,280.5,142.5,112,76
1922,37.5,171.5,42,26
